MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,Age,LastRemod
60,RL,69,7590,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,288,TA,TA,CBlock,TA,TA,No,540,0,324,864,GasA,TA,Y,SBrkr,876,936,0,1812,0,0,2,0,4,1,TA,8,Typ,1,1,Y,0,168,0,0,0,0,Missing,0,7,WD,Normal,169500,45,45
30,RM,60,8967,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,3.5,Gable,CompShg,MetalSd,MetalSd,0,TA,Fa,BrkTil,Fa,Po,No,0,0,961,961,GasA,Gd,Y,Mix,1077,0,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,1,N,0,0,0,0,0,0,Missing,0,11,WD,Abnorml,67000,87,57
60,FV,65,8125,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,100,Gd,TA,PConc,Gd,TA,No,812,0,280,1092,GasA,Ex,Y,SBrkr,1112,438,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,2,Y,0,168,0,0,0,0,Missing,0,10,WD,Normal,241000,3,2
120,RL,38,14963,Pave,Missing,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,0,Gd,TA,PConc,Gd,TA,No,786,0,474,1260,GasA,Ex,Y,SBrkr,1288,0,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,2,Y,120,30,0,0,0,0,Missing,0,12,WD,Normal,245500,12,12
20,RL,65,8767,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,24,0,1286,1310,GasA,Ex,Y,SBrkr,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,7,New,Partial,164990,1,1
30,RL,60,10200,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7.5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,No,0,0,672,672,GasA,Ex,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,1,N,168,0,0,0,0,0,GdPrv,0,8,WD,Normal,108000,68,11
60,RL,93,12090,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,650,Gd,TA,PConc,Gd,TA,No,0,0,1141,1141,GasA,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,2,Y,144,123,0,0,0,0,Missing,0,7,WD,Abnorml,258000,8,8
60,RL,67.63347592,10364,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,Gd,TA,No,0,0,806,806,GasA,Gd,Y,SBrkr,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,2,Y,0,40,0,0,0,0,Missing,0,5,WD,Normal,168000,12,11
20,RL,79.23774281,9991,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,No,1116,0,165,1281,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,3,1,TA,8,Min1,1,2,Y,120,78,0,0,0,0,GdWo,0,6,WD,Normal,150000,33,16
50,RL,51,10480,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,0,0,1064,1064,GasA,Ex,Y,FuseA,1166,0,0,1639,0,0,1,0,3,1,TA,6,Maj2,0,1,Y,0,0,0,0,0,0,Missing,0,3,WD,Normal,115000,72,58
70,RL,63,15576,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Plywood,0,TA,TA,BrkTil,Gd,TA,No,0,0,840,840,GasA,Ex,Y,SBrkr,840,840,0,1680,0,0,2,0,4,1,TA,8,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,3,WD,Normal,177000,93,32
60,RL,109,14154,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,350,Gd,TA,PConc,Ex,Gd,No,0,0,1063,1063,GasA,Ex,Y,SBrkr,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,Typ,1,3,Y,192,62,0,0,0,0,Missing,0,8,New,Partial,280000,1,1
60,FV,85,10800,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,100,Gd,TA,PConc,Ex,TA,No,789,0,245,1034,GasA,Ex,Y,SBrkr,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,Typ,1,3,Y,0,102,0,0,0,0,Missing,0,4,New,Partial,339750,1,0
20,RL,68,9571,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3.5,Gable,CompShg,BrkComm,Brk Cmn,0,TA,Fa,CBlock,TA,Fa,No,0,0,1276,1276,GasA,TA,Y,FuseA,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,1,Y,0,0,0,0,0,0,Missing,0,6,COD,Abnorml,60000,51,51
145,RL,100,17673.5,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,Mn,1056,0,0,1056,GasA,TA,N,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,5,Typ,0,2,Y,264,0,0,0,0,0,Missing,0,1,WD,Normal,145000,51,51
20,FV,82.1599344,4403,Pave,Missing,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,432,Ex,TA,PConc,Ex,TA,Av,578,0,892,1470,GasA,Ex,Y,SBrkr,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,2,Y,0,144,0,0,0,0,Missing,0,6,New,Partial,222000,1,1
30,RM,56,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Wd Shng,0,TA,TA,CBlock,TA,TA,No,0,0,1008,1008,GasA,Gd,Y,FuseA,1028,0,0,1028,0,0,1,0,2,1,TA,5,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,3,WD,Normal,115000,83,60
60,RL,59,11228,Pave,Missing,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,50,0,499,1080,GasA,Ex,Y,SBrkr,1080,1017,0,2097,0,0,2,1,3,1,Gd,9,Typ,1,3,Y,196,170,0,0,0,0,Missing,0,12,WD,Normal,228000,15,15
20,RL,73,8899,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,24,0,1316,1340,GasA,Ex,Y,SBrkr,1340,0,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,2,Y,100,30,0,0,0,0,Missing,0,8,New,Partial,181134,0,0
60,RL,74,7844,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,HdBoard,HdBoard,203,TA,TA,CBlock,TA,TA,No,209,0,463,672,GasA,TA,Y,SBrkr,672,728,0,1400,0,0,1,1,3,1,TA,6,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,3,WD,Normal,149500,28,28
70,RL,86,17673.5,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,Hip,CompShg,Wd Sdng,Stucco,0,TA,TA,BrkTil,Gd,TA,No,1128,0,242,1370,GasW,TA,N,FuseA,1370,1254,0,2624,1,0,2,1,4,1,TA,10,Typ,1,3,N,0,0,0,0,0,0,Missing,0,11,WD,Normal,239000,89,57
50,RL,60,8160,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,312,0,444,756,GasA,Fa,N,FuseF,756,378,0,1134,1,0,1,1,3,1,TA,7,Typ,0,1,P,0,0,0,0,0,0,Missing,0,4,WD,AdjLand,126000,67,57
20,RL,65,8450,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,775,0,281,1056,GasA,Ex,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,1,Y,0,85,0,0,0,0,Missing,0,7,WD,Normal,142000,42,42
90,RM,78,7060,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,Gable,CompShg,VinylSd,VinylSd,200,TA,Gd,PConc,Gd,Gd,Gd,1309,0,35,1344,GasA,Ex,Y,SBrkr,1344,0,0,1344,2,0,2,0,2,1,TA,8,Typ,0,3.5,Y,0,0,0,0,0,0,Missing,0,11,WD,Alloca,206300,11,10
20,RL,78.03512236,16635,Pave,Missing,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,CemntBd,CmentBd,126,Gd,TA,CBlock,Gd,TA,No,1246,0,356,1602,GasA,Gd,Y,SBrkr,1602,0,0,1602,0,0,2,0,3,1,Gd,8,Typ,1,2,Y,240,0,0,0,0,0,Missing,0,6,WD,Normal,215000,32,9
20,RL,100,17673.5,Pave,Missing,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,0,0,988,988,GasA,Ex,Y,FuseA,988,0,0,988,0,0,1,0,2,1,TA,4,Typ,0,2,N,0,0,0,0,0,0,Missing,0,2,WD,Normal,113000,54,54
60,RL,80,9200,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,473,Gd,TA,PConc,Gd,TA,No,986,0,484,1470,GasA,Gd,Y,SBrkr,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,Typ,1,3,Y,0,66,0,0,0,0,Missing,0,6,WD,Normal,315000,10,10
20,RL,72,9000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,74,TA,TA,CBlock,Gd,TA,No,616,0,580,1196,GasA,Gd,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,6,Typ,1,1,Y,0,44,0,0,0,0,Missing,0,5,WD,Normal,139000,52,52
60,RM,60,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7.5,Gable,CompShg,HdBoard,HdBoard,0,TA,Gd,CBlock,TA,TA,No,0,0,651,651,GasA,Gd,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,1,P,0,0,0,0,0,0,Missing,0,9,WD,Normal,135000,63,17
80,RL,76.83173363,12800,Pave,Missing,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,145,Gd,TA,PConc,Gd,TA,Gd,1518,0,0,1518,GasA,Gd,Y,SBrkr,1644,0,0,1644,1,0,2,0,2,1,Gd,5,Typ,1,2,Y,80,0,0,0,0,0,Missing,0,8,WD,Normal,275000,20,20
20,RL,77,8593,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,288,0,619,907,GasA,Ex,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,7,WD,Normal,109008,51,51
20,RL,64,6762,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,108,Gd,TA,PConc,Gd,TA,No,664,0,544,1208,GasA,Ex,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,2,Y,105,54,0,0,0,0,Missing,0,9,New,Partial,195400,0,0
20,RL,130,11457,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Gd,TA,Mn,1005,0,387,1392,GasA,TA,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,3,WD,Normal,175000,21,21
145,RM,21,1680,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,232,TA,TA,CBlock,TA,TA,No,387,0,96,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,7,COD,Abnorml,85400,37,37
50,RM,60,5586,Pave,Missing,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,0,0,901,901,GasA,Gd,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,0,N,0,98,0,0,0,0,MnPrv,0,9,ConLD,Abnorml,79900,88,10
145,RM,24,1920,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,376,TA,TA,CBlock,TA,TA,No,471,0,294,765,GasA,Ex,Y,SBrkr,765,600,0,1365,1,0,1,1,2,1,TA,6,Min1,0,2,Y,240,36,0,0,0,0,Missing,0,8,WD,Normal,122500,36,36
60,RL,100,10839,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,0,0,926,926,GasA,Ex,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,2,Y,0,36,0,0,0,0,Missing,0,7,WD,Normal,181000,11,10
145,RM,21,1890,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,Gable,CompShg,CemntBd,CmentBd,0,TA,Gd,CBlock,Gd,TA,Av,495,0,135,630,GasA,Gd,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,0,Y,88,0,0,0,0,0,Missing,0,6,WD,Normal,81000,36,36
60,RL,43,10667,Pave,Missing,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,385,0,70,799,GasA,Ex,Y,SBrkr,827,834,0,1661,1,0,2,1,3,1,Gd,6,Typ,1,2,Y,158,61,0,0,0,0,Missing,0,4,ConLw,Normal,212000,13,13
50,RM,40,4400,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7.5,Gable,CompShg,Stucco,Stucco,0,TA,TA,BrkTil,Fa,TA,No,0,0,648,648,GasA,TA,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,TA,6,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,10,WD,Normal,116000,86,56
45,RM,50,6000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,0,Gd,TA,PConc,TA,TA,No,0,0,884,884,GasA,Gd,Y,SBrkr,904,0,0,904,0,0,1,0,2,1,TA,4,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,1,WD,Normal,119000,83,5
30,RL,40,4280,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Stucco,0,TA,TA,PConc,TA,TA,No,365,0,75,440,GasA,TA,N,SBrkr,694,0,0,694,0,0,1,0,2,1,Gd,4,Typ,1,1,P,0,0,0,0,0,0,MnPrv,0,3,WD,Normal,90350,94,5
50,RL,67,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7.5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,Fa,Mn,0,0,684,684,GasA,Gd,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,2,Y,0,46,0,0,0,0,GdPrv,0,8,ConLI,Normal,110000,89,9
20,RL,105,15431,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,200,Ex,TA,PConc,Ex,TA,Gd,1767,0,788,2052,GasA,Ex,Y,SBrkr,2155.125,0,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,3,Y,0,72,0,0,0,0,Missing,0,4,WD,Normal,555000,1,1
90,RL,92,12108,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,Gable,CompShg,VinylSd,VinylSd,270,TA,TA,CBlock,TA,TA,No,133,0,1307,1440,GasA,TA,N,FuseF,1440,0,0,1440,0,0,2,0,4,1,Fa,8,Typ,0,0,Y,0,0,0,0,0,0,Missing,0,9,WD,Normal,118000,53,53
50,RM,52,6240,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,TA,TA,No,0,0,1078,1078,GasA,TA,Y,SBrkr,1128,445,0,1573,0,0,2,0,3,1,TA,8,Typ,1,2,P,0,0,0,0,0,0,Missing,0,6,WD,Normal,162900,78,16
120,RL,53,3922,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,WdShing,Wd Shng,72,Gd,TA,PConc,Ex,TA,Av,0,0,1258,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,3,Y,144,16,0,0,0,0,Missing,0,6,New,Partial,172500,1,0
60,RL,70,8750,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,Gd,PConc,Gd,TA,No,642,0,273,915,GasA,Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,Gd,8,Typ,1,2,Y,144,133,0,0,0,0,Missing,0,7,WD,Normal,210000,14,13
20,RL,73,9855,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,0,0,1436,1436,GasA,Fa,Y,SBrkr,1689,0,0,1689,0,0,1,0,3,1,TA,7,Typ,1,2,Y,0,0,0,0,0,0,MnPrv,0,11,COD,Normal,127500,53,53
20,RL,137,16492,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,Gable,CompShg,BrkFace,Plywood,0,Gd,TA,CBlock,TA,TA,No,247,0,557,1517,GasA,Ex,Y,SBrkr,1888,0,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,2,Y,0,0,0,0,0,0,Missing,0,6,WD,Normal,190000,44,8
60,RL,77.47775962,11214,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,0,0,930,930,GasA,Gd,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,Gd,10,Typ,1,2,Y,89,0,0,0,0,0,Missing,0,7,WD,Normal,199900,8,7
50,RM,50,8600,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,0,0,780,780,GasA,TA,Y,SBrkr,780,596,0,1376,0,0,2,0,3,1,TA,7,Typ,1,1,N,0,0,0,0,0,0,Missing,0,6,WD,Normal,119500,69,56
50,RM,50,6000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,331,0,318,649,GasA,Ex,Y,SBrkr,679,504,0,1183,0,0,1,1,2,1,TA,6,Typ,0,1,Y,0,170,0,0,0,0,Missing,0,6,WD,Normal,120000,59,5
30,RM,70,5684,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7.5,Hip,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,0,0,813,813,GasA,Ex,Y,FuseA,813,0,0,813,0,0,1,0,2,1,Gd,5,Typ,0,1,N,0,113,0,0,0,0,Missing,0,6,WD,Normal,110000,76,1
20,RL,62,17673.5,Pave,Missing,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,WdShngl,Plywood,Plywood,0,TA,TA,CBlock,Gd,TA,Gd,655,0,878,1533,GasA,TA,Y,SBrkr,1533,0,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,2,Y,200,54,0,0,0,0,Missing,0,12,WD,Normal,280000,31,31
60,RL,71.9926788,9303,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,VinylSd,VinylSd,42,Gd,TA,PConc,Ex,TA,No,742,0,130,872,GasA,Ex,Y,SBrkr,888,868,0,1756,1,0,2,1,3,1,TA,7,Typ,0,2,Y,144,122,0,0,0,0,Missing,0,7,WD,Normal,204000,11,10
60,FV,75,9000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,0,0,768,768,GasA,Ex,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,2,Y,0,30,0,0,0,0,Missing,0,6,WD,Normal,210000,1,1
90,RL,63,9297,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,No,1606,0,122,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,1,TA,8,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,7,WD,Family,188000,30,30
20,RL,80,9600,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,HdBoard,HdBoard,320,TA,TA,CBlock,TA,TA,No,916,0,326,1242,GasA,Fa,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,TA,6,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,9,WD,Normal,175500,34,34
70,RM,34,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,AsbShng,AsbShng,0,TA,TA,BrkTil,TA,TA,No,0,0,624,624,GasA,Fa,N,SBrkr,624,720,0,1344,0,0,1,0,4,1,TA,7,Typ,0,3,Y,0,0,0,0,0,0,Missing,0,5,COD,Abnorml,98000,92,58
20,RL,94.0977929,17673.5,Pave,Missing,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,Flat,Tar&Grv,Plywood,Plywood,0,TA,TA,CBlock,Gd,TA,Gd,1116,0,248,1364,GasA,Ex,Y,SBrkr,1663,0,0,1663,1,0,1,0,2,1,Gd,6,Min1,2,2,Y,224,137,0,0,0,0,Missing,0,3,WD,Normal,256000,54,14
70,RM,66.83329813,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,Stucco,Wd Shng,0,TA,Gd,PConc,TA,TA,No,0,0,588,588,GasA,Fa,Y,SBrkr,833,833,0,1666,0,0,1,0,3,1,Gd,7,Typ,1,1,Y,192,63,0,0,0,0,MnPrv,0,6,WD,Normal,161000,83,12
50,RL,76.46352394,7015,Pave,Missing,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,MetalSd,MetalSd,161,TA,TA,CBlock,TA,TA,No,185,0,524,709,GasA,TA,Y,SBrkr,979,224,0,1203,1,0,1,0,3,1,Gd,5,Typ,1,1,Y,0,0,0,0,0,0,Missing,0,7,WD,Normal,110000,59,59
60,FV,75,8004,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,110,Gd,TA,PConc,Gd,TA,No,544,0,288,832,GasA,Ex,Y,SBrkr,832,1103,0,1935,1,0,2,1,3,1,TA,8,Typ,0,2,Y,0,150,0,0,0,0,Missing,0,12,New,Partial,263435,0,0
